id,name,slug,category,price,description,artist,image,featured,createdAt,updatedAt
60,Cheval Caféiné,cheval-caf-in,Peinture,3000,"""Cheval Caféiné"" est une œuvre unique réalisée avec des grains de café, illustrant un cheval majestueux dans un style à la fois rustique et moderne. Les détails minutieux des grains de café apportent une texture riche et authentique, tandis que le fond en toile évoque un charme artisanal. Ce tableau symbolise l'énergie, la liberté et la puissance brute de cet animal noble, tout en offrant une esthétique chaleureuse et naturelle. Idéal pour les amateurs de designs originaux et de matériaux organiques.",Axel,/images/products/2a4bc75b-9eea-4fc4-b690-ac40a3c4871e.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
61,masque dogon,masque-dogon-2,Peinture,2000,"""Masque Dogon"" rend hommage à l'art et à la culture riche du peuple Dogon à travers une œuvre contemporaine réalisée avec des grains de café. Ce masque captivant allie des motifs géométriques audacieux et des textures organiques, créant un contraste saisissant qui symbolise la connexion entre la tradition et la modernité. Chaque détail raconte une histoire de spiritualité et d'identité culturelle, faisant de ce tableau une pièce maîtresse idéale pour les amateurs d'art ethnique et innovant.",Axel,/images/products/66222f26-a8bc-4aca-855c-ec47c009eec3.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
62,Masque Dogon – Harmonie Géométrique,masque-dogon-harmonie-g-om-trique,Peinture,2000,"Ce Masque Dogon revisité incarne une fusion d’héritage ancestral et d’interprétation contemporaine à travers des motifs géométriques vibrants. Les teintes audacieuses et les détails subtils composés avec des matériaux organiques reflètent la spiritualité et l’élégance de la culture Dogon. Cette œuvre unique invite à explorer la richesse symbolique et les mystères d’une tradition intemporelle, tout en apportant une touche artistique moderne et captivante à votre espace intérieur.",Axel,/images/products/d3828f4e-09d1-42ce-bd5f-38e255e3c65a.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
63,Bisou Affectif,bisou-affectif,Peinture,2000,"""Bisou Affectif"" est une célébration audacieuse et vibrante de l'expression émotionnelle. Cette œuvre captivante mêle des teintes éclatantes et des motifs abstraits pour évoquer la passion, la tendresse et la connexion humaine. Les détails riches et les jeux de lumière ajoutent une profondeur fascinante, transformant cette pièce en un point focal élégant et plein de caractère. Idéal pour apporter une touche de modernité et d'émotion à votre espace intérieur.",Axel,/images/products/561f3478-dbcd-42c5-ada2-4aa8b869bd38.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
64,Éveil Multicolore,veil-multicolore,Peinture,2000,"""Éveil Multicolore"" est une ode vibrante à l'expression artistique et à la diversité culturelle. Avec ses teintes éclatantes et ses formes géométriques audacieuses, cette œuvre capte l'énergie du renouveau et de la créativité. Les motifs abstraits, enrichis de symboles mystiques, évoquent une quête d'harmonie entre lumière et ombre. Chaque détail invite à une interprétation personnelle, transformant cette pièce en un élément unique et captivant pour illuminer votre espace intérieur.",Axel,/images/products/73e83ebd-29d3-42d7-bef2-574fb106d377.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
65,Harmonie Équestre,harmonie-questre,Peinture,4000,Harmonie Équestre est une célébration de la force et de la grâce incarnées par deux chevaux majestueux. Le contraste entre le blanc pur et les teintes chaudes du brun met en valeur leur complémentarité et leur lien profond. Les éclaboussures de couleurs en arrière-plan ajoutent une touche d’énergie et de modernité à cette œuvre classique et dynamique. Idéal pour les amoureux des chevaux et ceux qui souhaitent apporter une ambiance élégante et vivante à leur intérieur.,Axel,/images/products/0e3fd148-9245-45d8-a31b-b02fdd48ce77.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
66,Harmonie Naturelle,harmonie-naturelle,Peinture,4000,"Harmonie Naturelle célèbre la beauté et l’équilibre de la nature avec des éléments vibrants et poétiques. Les colombes blanches symbolisent la paix et la liberté, tandis que le paon majestueux et les tournesols éclatants apportent une touche de vitalité et de couleur. Le contraste entre le ciel incandescent et les tons apaisants du paysage crée une atmosphère à la fois énergisante et sereine. Une œuvre idéale pour illuminer et embellir tout espace.",Axel,/images/products/a8c4ebc5-e575-4749-8b79-1d10bb186176.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
67,Toucan Tropical,toucan-tropical,Peinture,2000,"Toucan Tropical est une célébration de la faune exotique et des paysages luxuriants. Le toucan, avec ses couleurs éclatantes et son bec majestueux, est entouré de fleurs tropicales vibrantes qui évoquent la richesse et la diversité de la nature. Cette œuvre respire la joie et la vitalité, idéale pour apporter une ambiance tropicale et lumineuse à votre espace intérieur.",Axel,/images/products/f293927e-5346-445f-8bc0-d09e14827ffc.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
68,L'Esprit des Plumes,l-esprit-des-plumes,Peinture,3000,"L'Esprit des Plumes est une œuvre captivante qui célèbre les racines culturelles et l’héritage des peuples autochtones. La figure centrale, richement ornée de motifs colorés et d’un majestueux ornement de plumes, incarne la fierté et la connexion spirituelle avec la nature. Les couleurs vibrantes et les détails minutieux racontent une histoire d’identité et de tradition. Une pièce parfaite pour ajouter une touche de profondeur culturelle et de vitalité à votre intérieur.",Axel,/images/products/64ee5e45-54eb-4696-8391-96c8b5d0725c.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
69,Danse des Spirales,danse-des-spirales,Peinture,2000,Danse des Spirales est une œuvre ludique et hypnotique qui représente des oiseaux stylisés entourés de cercles vibrants et colorés. Les motifs tourbillonnants symbolisent le mouvement et l’harmonie de la nature. Cette composition audacieuse et pleine de vie apporte une touche de dynamisme et de créativité à tout espace. Une pièce parfaite pour ceux qui recherchent une fusion entre simplicité et originalité.,Axel,/images/products/f42182ac-a4dd-4171-b84b-458cc43148b7.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
70,Tableau acrylique de l’artiste,tableau-acrylique-de-l-artiste,Peinture,2000,"Masque des Émotions est une œuvre vibrante et symbolique qui capte l'essence de l'expression humaine. Les motifs colorés et les formes géométriques s'entrelacent pour créer un visage mystérieux, mêlant mysticisme et modernité. Chaque détail semble raconter une histoire, invitant le spectateur à plonger dans un monde riche en significations. Une pièce parfaite pour apporter une touche audacieuse et artistique à tout espace.",Axel,/images/products/09ad61fe-4c37-4af6-9d38-a7af2e2f805e.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
71,L’Arbre de Vie Spirale,l-arbre-de-vie-spirale,Peinture,2000,"L’Arbre de Vie Spirale est une représentation vibrante et symbolique de la connexion entre la nature et l’univers. Les spirales colorées qui ornent les branches illustrent le mouvement constant de l’énergie et de la croissance, tandis que le dégradé lumineux en arrière-plan évoque l’espoir et la transformation. Une œuvre idéale pour insuffler une touche de spiritualité et de vitalité à votre espace intérieur.",Axel,/images/products/e6610a05-426e-4874-91f6-de8f6d3ae52d.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
72,Fusion des Mondes,fusion-des-mondes,Peinture,2000,"Fusion des Mondes représente l’union harmonieuse entre des forces opposées : le chaud et le froid, la lumière et l’obscurité. Les arbres vibrant de couleurs chaudes et froides se rejoignent en leur centre pour créer une énergie équilibrée et dynamique. Cette œuvre invite à réfléchir sur la dualité et la complémentarité de la nature et de l’univers. Parfaite pour apporter une touche symbolique et vibrante à un intérieur moderne ou spirituel.",Axel,/images/products/25e1cf4c-44db-4842-a66f-df1faf0e2e4d.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
73,Lumière Captive,lumi-re-captive,Peinture,2000,"Lumière Captive illustre la connexion énigmatique entre la nature et le cosmos. Les branches sombres semblent s’étendre vers une lune lumineuse et mystique, créant un jeu captivant entre ombre et lumière. Les nuances de bleu profond et les textures scintillantes ajoutent une dimension éthérée, évoquant le calme et la réflexion. Une œuvre parfaite pour les amateurs de paysages oniriques et d’art symbolique.",Axel,/images/products/1d2dc3e9-b8d0-4e5d-9710-052dc48a430b.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
74,Tableau acrylique de l’artiste,tableau-acrylique-de-l-artiste-2,Peinture,2500,Œuvre artistique originale.,Axel,/images/products/b824f012-869b-444b-95f8-7c16a0d153a5.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
75,Éclat d’Expression,clat-d-expression,Peinture,2500,"Éclat d’Expression est une explosion de couleurs et d’émotions capturées dans un style audacieux et moderne. Ce visage abstrait, orné de motifs vibrants et de lignes dynamiques, incarne la diversité et la richesse des sentiments humains. Les touches de peinture dégoulinante ajoutent une texture unique, renforçant l’énergie brute de l’œuvre. Une pièce idéale pour les amateurs d’art contemporain qui cherchent à insuffler une touche de créativité et de caractère à leur espace.",Axel,/images/products/64d1f7ec-f0e0-4fce-926f-cd2bf4dfeb7d.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
76,Le Gardien des Couleurs,le-gardien-des-couleurs,Peinture,4000,"Le Gardien des Couleurs est une célébration vibrante de la vie et de l’énergie. Avec ses motifs géométriques audacieux et ses teintes éclatantes, cette œuvre représente une figure symbolique qui semble veiller sur un univers chaotique mais harmonieux. Chaque détail invite à une exploration de l’expression artistique contemporaine. Parfait pour un intérieur moderne en quête d’énergie et de caractère.",Axel,/images/products/0db792ac-2129-42e3-861d-2c73ae600bac.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
77,Reflet Lunaire,reflet-lunaire,Peinture,2000,"Reflet Lunaire évoque la puissance mystique de la lune illuminant un paysage montagneux. Les teintes bleutées et les contrastes profonds capturent l’étrangeté et la beauté du clair de lune, offrant une atmosphère apaisante et contemplative. Une œuvre idéale pour les amateurs de scènes nocturnes empreintes de poésie et de sérénité.",Axel,/images/products/ab1e0728-3246-4605-80dd-52da35aeef60.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
78,Mur des Symboles,mur-des-symboles,Peinture,2500,"Mur des Symboles est une œuvre riche en détails et en motifs qui fusionne des formes géométriques, des textures complexes et des couleurs vibrantes. Chaque élément semble raconter une histoire, évoquant la lutte, l’émotion et les connexions humaines. Cette composition saisissante est un mélange d’énergie brute et de profondeur artistique, parfaite pour ceux qui cherchent à ajouter une pièce unique et significative à leur collection ou espace intérieur.",Axel,/images/products/63e3bd17-6b52-491b-a181-2492149edef1.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
79,L’Arbre de Feu,l-arbre-de-feu,Peinture,2500,"Dans L’Arbre de Feu , la puissance de la nature se dévoile à travers un coucher de soleil incandescent qui embrase le ciel. Les branches noires de l’arbre s'étendent comme des veines, contrastant avec les teintes ardentes du rouge, de l'orange et du jaune. Cette œuvre symbolise la force et la résilience face au passage du temps. Une pièce idéale pour insuffler chaleur et intensité à votre espace intérieur.",Axel,/images/products/b2d4192c-46c9-4fa9-9c80-388b71ef2b80.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
80,Masque de Lumière et d'Ombre,masque-de-lumi-re-et-d-ombre,Peinture,2500,"Une fusion captivante de couleurs vives et de formes abstraites, Masque de Lumière et d'Ombre explore la dualité de l'existence. Les éléments contrastés, tels que le soleil rayonnant et les ombres mystérieuses, se rencontrent pour symboliser la lumière et l'obscurité qui coexistent en chacun de nous. Une œuvre parfaite pour apporter une touche vibrante et intrigante à votre intérieur, tout en évoquant un message profond sur l’équilibre de la vie.",Axel,/images/products/f45ab71e-4395-4dd1-9b9b-c7ca82904477.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
81,Lien d'Humanité,lien-d-humanit,Peinture,2500,"Lien d'Humanité illustre la connexion entre deux figures abstraites dans un style audacieusement coloré et géométrique. Les traits expressifs et les contrastes saisissants entre les teintes vives et le fond jaune évoquent la complexité des relations humaines. Une œuvre vibrante et moderne, idéale pour ajouter une énergie positive et une profondeur symbolique à n'importe quel espace.",Axel,/images/products/d768cc4f-c533-43cb-9cc6-fc9e28fdba92.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
82,L'Enchantement Tropical,l-enchantement-tropical,Peinture,1200,"Plongez dans un univers tropical luxuriant avec L'Enchantement Tropical , une œuvre vibrante mêlant des motifs animaliers et floraux dans une explosion de couleurs. Les oiseaux exotiques et les détails délicats des fleurs s'entrelacent pour créer une composition riche en symbolisme et en énergie. Ce tableau est idéal pour apporter une touche de nature vivante et d’évasion dans votre espace, tout en célébrant la beauté et la diversité du monde tropical.",Axel,/images/products/f0ed51ed-8817-465b-b8a5-9bfcbeb1dc27.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
83,La Mélodie des Montagnes,la-m-lodie-des-montagnes,Peinture,4000,"La Mélodie des Montagnes capture la beauté intemporelle d’un paysage naturel avec des montagnes majestueuses et des collines vibrantes. Les lignes sinueuses et les couleurs riches transmettent une sensation de calme et d’harmonie. Ce tableau invite à une évasion vers la sérénité de la nature, parfait pour créer une atmosphère apaisante et inspirante dans votre espace intérieur.",Axel,/images/products/4492a9c2-dda4-433d-b907-d4bcb0a3fec7.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
84,L'Homme en Fragments Colorés,l-homme-en-fragments-color-s,Peinture,2500,"Découvrez L'Homme en Fragments Colorés , une œuvre vibrante et ludique qui mélange des motifs géométriques et des couleurs audacieuses. Ce personnage énigmatique, construit comme un puzzle de textures et de teintes, invite à une réflexion sur l’identité et la multiplicité de l’être. Parfait pour apporter une touche d’énergie et de modernité à votre espace, ce tableau séduit par son style unique et ses détails captivants.",Axel,/images/products/4dabc59c-5958-41ab-bd37-166b6eb5fe5c.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
85,Voyage au Coucher du Soleil,voyage-au-coucher-du-soleil,Peinture,2000,"Plongez dans l’atmosphère envoûtante de ""Voyage au Coucher du Soleil"", une peinture captivante qui évoque un voyage spirituel au cœur d’un paysage onirique. Un rameur solitaire navigue sur une rivière miroitante, baignée par les reflets dorés du soleil couchant. À l’horizon, un arbre aux racines tortueuses et une silhouette de girafe accentuent la profondeur mystique de la scène. Cette œuvre, mêlant nuances ardentes et ombres envoûtantes, est une invitation à l’évasion et à la contemplation. Idéale pour ajouter une touche artistique et poétique à votre intérieur.",Axel,/images/products/ec7e6bdd-85d8-42c9-8030-4bdd3745b828.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
86,Les Ailes de la Liberté Cristalline,les-ailes-de-la-libert-cristalline,Peinture,3000,"Un jeu de lumière et de couleurs jaillit dans cette représentation de plumes cristallines et vibrantes, évoquant la légèreté et la liberté. Une œuvre à la fois apaisante et inspirante, parfaite pour sublimer un mur avec poésie et élégance.",Axel,/images/products/39eb7f64-b061-43e2-a96c-57b9ff8d8c3f.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
87,Visage Fragment,visage-fragment,Peinture,2500,"Découvrez ""Visage Fragmenté"", une œuvre audacieuse et expressive qui fusionne l’art abstrait et le style néo-expressionniste. Ce portrait coloré joue avec les formes et les contrastes, mêlant des traits géométriques, des motifs vibrants et des coulées de peinture pour évoquer une identité en constante évolution. L’œil perçant et les symboles éclatants ajoutent une dimension mystique et intrigante. Parfait pour les amateurs d’art contemporain cherchant une pièce unique et captivante à exposer.",Axel,/images/products/9f5c78b5-b2c3-4fc0-a7d4-5bd2accd6f27.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
88,Sa Majesté Mohammed VI Vision et Leadership,sa-majest-mohammed-vi-vision-et-leadership,Peinture,30000,Œuvre artistique originale.,Axel,/images/products/6d431627-6ed2-42c9-9cdc-b7efdbf1cd8f.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
89,Tableau à l'huile sur toile de l'artiste Messari Mohammed,tableau-l-huile-sur-toile-de-l-artiste-messari-mohammed,Peinture,26000,Œuvre artistique originale.,Axel,/images/products/ead5775b-1c53-4f19-9c20-94df9a7b7be0.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
90,Tableau à l'huile sur toile de l'artiste Messari Mohammed,tableau-l-huile-sur-toile-de-l-artiste-messari-mohammed-2,Peinture,10000,Œuvre artistique originale.,Axel,/images/products/925253a0-eda7-44ec-a5fc-00c19a367bf4.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
91,Tableau à l'huile sur toile de l'artiste Messari Mohammed,tableau-l-huile-sur-toile-de-l-artiste-messari-mohammed-3,Peinture,10000,Œuvre artistique originale.,Axel,/images/products/56770cae-1833-4c61-a6cb-d7ef1742d0a4.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
92,Tableau à l'huile sur toile de l'artiste Messari Mohammed,tableau-l-huile-sur-toile-de-l-artiste-messari-mohammed-4,Peinture,9500,Œuvre artistique originale.,Messari,/images/products/173fd7c9-af86-4829-8561-53edd292ea0b.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
93,Tableau à l'huile sur toile de l'artiste Messari Mohammed,tableau-l-huile-sur-toile-de-l-artiste-messari-mohammed-5,Peinture,24000,Œuvre artistique originale.,Axel,/images/products/e829e56a-a653-4e4d-ac83-f4fa53a6fe63.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
